63646032789.67633,191.6343894,73.46121817
63646032789.7097,191.6552513,73.45615589
63646032789.743065,191.6833976,73.53524742
63646032789.776436,191.7386041,73.54099712
63646032789.8098,191.7766952,73.54132755
63646032789.84317,191.9525767,73.58485225
63646032789.87653,191.9971699,73.6220408
63646032789.9099,191.8518445,73.65247934
63646032789.94327,192.1014075,73.65440502
63646032789.97663,192.0713861,73.68579858
63646032790.01,192.0575778,73.66989129
63646032790.043365,192.0743794,73.73325755
63646032790.07674,192.1620036,73.76024788
63646032790.1101,192.2815607,73.7504929
63646032790.14346,192.1494848,73.79708899
63646032790.176834,192.2552978,73.82947279
63646032790.2102,192.3770822,73.81439714
63646032790.24357,192.4361245,73.87282789
63646032790.27693,192.4734371,73.87832116
63646032790.3103,192.4420244,73.91513233
63646032790.343666,192.5168959,73.92612032
63646032790.37704,192.5219304,73.91029036
63646032790.4104,192.598258,73.97942566
63646032790.44376,192.6703238,74.00094168
63646032790.477135,192.6703238,74.00094168
63646032790.5105,192.7969652,74.03855812
63646032790.54387,192.7676068,74.07020438
63646032790.57723,192.8768551,74.10243904
63646032790.6106,192.8872652,74.13427756
63646032790.64397,192.9008618,74.15553535
63646032790.67733,192.9835267,74.14523105
63646032790.7107,193.0202445,74.15595855
63646032790.744064,192.9281741,74.19806608
63646032790.777435,192.9292398,74.2236181
63646032790.8108,193.0172283,74.25878374
63646032790.84417,193.0407337,74.27066171
63646032790.87753,193.143517,74.29528651
63646032790.9109,193.1537213,74.33722339
63646032790.94427,193.2088082,74.3394687
63646032790.97763,193.2408607,74.36295336
63646032791.011,193.3670894,74.39246398
63646032791.044365,193.3791732,74.40522441
63646032791.077736,193.4044014,74.4352584
63646032791.1111,193.3698243,74.46100991
63646032791.14447,193.4894732,74.48014485
63646032791.17783,193.4882203,74.50082596
63646032791.2112,193.6110802,74.529509
63646032791.24457,193.6251483,74.53745168
63646032791.27793,193.6684346,74.57099464
63646032791.3113,193.697842,74.60508726
63646032791.344666,193.7190151,74.62155429
63646032791.37804,193.8279559,74.63840515
63646032791.4114,193.8567546,74.6718361
63646032791.44476,193.9321508,74.67597037
63646032791.478134,193.9762796,74.71176932
63646032791.5115,194.0401997,74.73852304
63646032791.54487,194.0737103,74.75480922
63646032791.57823,194.1095714,74.77494385
63646032791.6116,194.1739122,74.79899402
63646032791.644966,194.1993139,74.81228631
63646032791.67834,194.2470149,74.84664865
63646032791.7117,194.2903557,74.86836738
63646032791.74506,194.3320791,74.90410899
